Species_Abv,Common Species Name,Species ,ACQ #,Source,Date Admitted,Date Released,Details of rescue,Disposition,Diagnosis,Survive 
BLVU,,,4874-10-011,HEUETT,1/7/2010,1/10/2010,S HBC,EUTHANIZED,TRAUMA - NEUROLOGICAL,
BDOW,,,4875-10-012,OSBURN,1/7/2010,1/7/2010,COLLISION,EUTHANIZED,"FX - HUMERUS, R-ULNA, OLD",
RTHA,,,4876-10-013,RAWLS,1/7/2010,1/10/2010,S HBC,EUTHANIZED,"TRAUMA - NEUROLOGICAL, LEGS",
RTHA,,,4877-10-014,COASTAL VC,1/9/2010,5/30/2010,S COLLISION,RELEASED,TRAUMA - NEUROLOGICAL,
COHA,,,4878-10-015,MBAEH,1/9/2010,1/10/2010,EMACIATION,DIED,EMACIATED,
BDOW,,,4879-10-016,,1/10/2010,2/14/2010,S COLLISION,RELEASED,"TRAUMA - OU, MILD",
AMKE,,,4880-10-017,,1/10/2010,1/10/2010,,EUTHANIZED,"FX - HUMERUS, R, OLD/EMACIATED",
BDOW,,,4881-10-018,GASQUE,1/12/2010,2/25/2010,COLLISION,RELEASED,TRAUMA - OU,
EASO,,,4882-10-019,,1/13/2010,1/20/2010,HBC,EUTHANIZED,"TRAUMA - HEAD-OU, SEVERE",
RTHA,,,4883-10-020,RIVERS,1/15/2010,1/15/2010,EMACIATION,DIED,"FX - DIGIT, R/EMACIATED",
RTHA,,,4884-10-021,POWELL,1/15/2010,1/15/2010,EMACIATION,EUTHANIZED,,
RTHA,,,4885-10-022,OTEY,1/15/2010,1/16/2010,HBC,DIED,"FX - SHOULDER, L, LUXATED",
RTHA,,,4886-10-023,DEMPSTER,1/16/2010,1/17/2010,EMACIATION,DIED,EMACIATED,
GHOW,,,4887-10-024,,1/17/2010,1/20/2010,COLLISION,EUTHANIZED,,
EASO,,,4888-10-025,,1/18/2010,1/18/2010,COLLISION,EUTHANIZED,"TRAUMA - OU, BLIND/FX 0 JAW",
BDOW,,,4889-10-026,LEWIS,1/19/2010,1/19/2010,,EUTHANIZED,,
EASO,,,4890-10-027,COKER,1/21/2010,1/22/2010,COLLISION,EUTHANIZED,TRAUMA - OU,
RTHA,,,4891-10-028,PATRICK,1/22/2010,2/19/2010,,RELEASED,,
SSHA,,,4892-10-029,GOLD/BRAGG,1/23/2010,2/1/2010,TRANSFER IN,EUTHANIZED,"TRAUMA - ELBOW, L, DEGENERATION",
RTHA,,,4893-10-030,RIVERBANKS ZOO,1/23/2010,4/17/2010,TRANSFER IN,RELEASED,"FX - TIBIOTARSUS, L",
RTHA,,,4894-10-031,RIVERBANKS ZOO,1/23/2010,3/15/2010,TRANSFER IN,RELEASED,TRAUMA - OU,
RTHA,,,4895-10-032,RIVERBANKS ZOO,1/23/2010,3/21/2010,TRANSFER IN,RELEASED,INFECTION - HALLUCES/EMACIATED,
GHOW,,,4896-10-033,SULLIVAN,1/25/2010,1/29/2010,COLLISION,EUTHANIZED,"TRAUMA - NEUROLOGICAL/SPINAL, LEGS",
BDOW,,,4897-10-034,"MORRISON, DVM",1/26/2010,2/25/2010,COLLISION,RELEASED,TRAUMA - OU,
RSHA,,,4898-10-035,HUNTER,1/26/2010,2/6/2010,GUNSHOT,EUTHANIZED,"TRAUMA - OD, LENS LUXATION",
COHA,,,4899-10-036,,1/28/2010,2/3/2010,TRAPPED/ENTANGLED,RELEASED,"TRAUMA - WING, R",
EASO,,,4900-10-037,,1/28/2010,3/8/2010,HBC,RELEASED,TRAUMA - OU,
RTHA,,,4901-10-038,PELTOLASO,1/28/2010,5/10/2010,,EUTHANIZED,,
RTHA,,,4902-10-039,CAVENDISH,1/29/2010,1/29/2010,EMACIATION,DIED,EMACIATED,
RTHA,,,4903-10-040,,1/29/2010,1/30/2010,,EUTHANIZED,"FX - CORACOID, R/TRAUMA - HEAD-WRIST-FOOT",
BDOW,,,4904-10-041,,1/30/2010,1/30/2010,HBC,EUTHANIZED,TRAUMA - OU,
BDOW,,,4905-10-042,PACKARD,1/30/2010,2/6/2010,,EUTHANIZED,"TRAUMA - OU, SEVERE",
BLVU,,,4906-10-043,,2/3/2010,2/3/2010,HBC,EUTHANIZED,"FX - HOCK, R-TARSOMETATARSAL, L",
COHA,,,4907-10-044,,2/4/2010,2/4/2010,EMACIATION,DIED,TRAUMA - FOOT/EMACIATED,
BDOW,,,4908-10-045,LEWIS,2/4/2010,2/4/2010,HBC,EUTHANIZED,"FX - HUMERUS-ULNA, R/TRAUMA - OU-TISSUE-INTERNAL",
RTHA,,,4909-10-046,,2/4/2010,2/4/2010,GUNSHOT,EUTHANIZED,"FX - ULNA-CORACOID, R-RADIUS, L/TRAUMA - OU",
TUVU,,,4910-10-047,REYNOLDS,2/6/2010,2/6/2010,HBC,EUTHANIZED,"FX - RADIUS-ULNA, R/TRAUMA - TISSUE",
COHA,,,4911-10-048,POPLIN,2/8/2010,2/19/2010,EMACIATION,RELEASED,EMACIATED,
BDOW,,,4912-10-049,DCPD,2/10/2010,2/10/2010,HBC,EUTHANIZED,"FX - RADIUS-ULNA, R-HUMERUS, L/TRAUMA - OU-TISSUE",
GHOW,,,4913-10-050,HAMILL/ARK,2/10/2010,2/10/2010,HBC,DIED,TRAUMA - INTERNAL-OU-FEATHER,
BDOW,,,4914-10-051,,2/11/2010,3/24/2010,HBC,RELEASED,TRAUMA - OS-HEAD,
TUVU,,,4915-10-052,,2/13/2010,2/14/2010,S COLLISION,EUTHANIZED,"FX - CORACOID, R, OLD/EMAC",
EASO,,,4916-10-053,DUFFY,2/15/2010,2/16/2010,S COLLISION,EUTHANIZED,TRAUMA - OU,
RSHA,,,4917-10-054,HUGGINS,2/16/2010,3/11/2010,S COLLISION,EUTHANIZED,"TRAUMA - WING, L",
BDOW,,,4918-10-055,HUGGINS,2/16/2010,4/11/2010,S COLLISION,RELEASED,"FX - RADIUS, L",
EASO,,,4919-10-056,ALBEE,2/16/2010,2/16/2010,,EUTHANIZED,"FX - HUMERUS-METACARPAL, R",
BDOW,,,4920-10-057,LANEY,2/18/2010,2/18/2010,S HBC,EUTHANIZED,,
BDOW,,,4921-10-058,LANEY,2/18/2010,2/18/2010,S HBC,EUTHANIZED,,
GHOW,,,4922-10-059,FENIMORE,2/20/2010,2/20/2010,S COLLISION,DIED,"TRAUMA - OS/FX - HUMERUS-CORACOID, L/EMAC",
EASO,,,4923-10-060,ALEXANDRE,2/21/2010,3/8/2010,S HBC,RELEASED,TRAUMA - OU,
BDOW,,,4924-10-061,GREEN,2/22/2010,3/24/2010,S HBC,RELEASED,TRAUMA - OU,
COHA,,,4925-10-062,MPAC,2/23/2010,3/6/2010,HBC,DIED,"TRAUMA - TISSUE, CROP",
COHA,,,4926-10-063,JOHNSON,2/24/2010,3/3/2010,GUNSHOT,DIED,"FX - ULNA, L/TRAUMA - TISSUE",
EASO,,,4927-10-064,HOFFMAN,2/25/2010,2/25/2010,S HBC,EUTHANIZED,TRAUMA - OU,
RTHA,,,4928-10-065,DURYEA,2/25/2010,2/25/2010,ELECTRIC SHOCK,EUTHANIZED,"TRAUMA - ELECTRICAL - TISSUE, MULT",
GHOW,,,4929-10-066,,2/27/2010,2/27/2010,ORPHANED: FFN,RELEASED,UNINJURED,
TUVU,,,4930-10-067,SANTOS,2/28/2010,2/28/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, L, OLD/EMACIATED",
COHA,,,4931-10-068,JOHNSON,2/28/2010,4/20/2010,COLLISION,EUTHANIZED,TRAUMA - NEUROLOGICAL,
BDOW,,,4932-10-069,,2/28/2010,4/11/2010,S HBC,RELEASED,TRAUMA - OD,
GHOW,,,4933-10-070,CARLISLE,3/1/2010,3/3/2010,TOXICITY,EUTHANIZED,TOXICITY - RODENTICIDE,
RTHA,,,4934-10-071,WENDORF,3/2/2010,3/19/2010,,EUTHANIZED,"FX - HUMERUS, LUXATION",
RTHA,,,4935-10-072,FREDERICKS,3/3/2010,3/30/2010,,EUTHANIZED,TRAUMA - HEAD/TISSUE - FEET,
TUVU,,,4936-10-073,ELLIOTT,3/3/2010,3/17/2010,S HBC,RELEASED,"FX - HUMERUS, L, OLD",
BDOW,,,4937-10-074,KUBIK,3/3/2010,3/3/2010,,EUTHANIZED,"TRAUMA - OU, SEVERE",
RTHA,,,4938-10-075,ARK VET,3/4/2010,3/14/2010,,RELEASED,UNINJURED,
RSHA,,,4939-10-076,WARD,3/4/2010,3/8/2010,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
BDOW,,,4940-10-077,ACKERMAN,3/6/2010,5/5/2010,HBC,RELEASED,TRAUMA - OU,
EASO,,,4941-10-078,STEVENS,3/6/2010,4/2/2010,HBC,RELEASED,TRAUMA - HEAD,
GHOW,,,4942-10-079,SIMMONS,3/11/2010,3/13/2010,S COLLISION,DIED,TRAUMA - TISSUE,
SSHA,,,4943-10-080,DCAC,3/11/2010,3/11/2010,S COLLISION/INFECTION,EUTHANIZED,"TRICHOMONIASIS/FX - ELBOW, R/TRAUMA - TISSUE",
BDOW,,,4944-10-081,SARDIS,3/11/2010,3/16/2010,COLLISION,DIED,TRAUMA - NEUROLOGICAL,
TUVU,,,4945-10-082,ELLIOTT,3/13/2010,4/8/2010,S COLLISION,RELEASED,TRAUMA - AIR SAC,
EASO,,,4946-10-083,RIVERBANKS ZOO,3/14/2010,4/2/2010,TRANSFER IN,RELEASED,TRAUMA - OU,
GHOW,,,4947-10-084,RIVERBANKS ZOO,3/14/2010,6/23/2010,TRANSFER IN/ORPHANED: FFN,RELEASED,"FX - PELVIS, L",
RTHA,,,4948-10-085,RIVERBANKS ZOO,3/14/2010,3/22/2010,TRANSFER IN,EUTHANIZED,TRAUMA - NEUROLOGICAL,
GHOW,,,4949-10-086,RIVERBANKS ZOO,3/17/2010,4/20/2010,TRANSFER IN/ORPHANED: FFN,EUTHANIZED,"FX - TIBIOTARSUS, R",
BDOW,,,4950-10-087,RIVERBANKS ZOO,3/17/2010,5/5/2010,TRANSFER IN/HBC,RELEASED,TRAUMA - OU,
GHOW,,,4951-10-088,SEGARS,3/17/2010,3/18/2010,EMACIATION,DIED,,
TUVU,,,4952-10-089,,3/18/2010,3/18/2010,S COLLISION,EUTHANIZED,"TRAUMA - TISSUE, PATAGIUM, FX - WRIST",
RSHA,,,4953-10-090,,3/18/2010,3/18/2010,,EUTHANIZED,"FX - CONDYLE, L-FOOT, L",
EASO,,,4954-10-091,MPVEH,3/19/2010,4/27/2010,S HBC,RELEASED,TRAUMA - OU,
BAEA,,,4955-10-092,BAKKER,3/19/2010,4/23/2010,ORPHANED: JUMPED,RELEASED,UNINJURED,
COHA,,,4956-10-093,,3/23/2010,3/23/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS-ELBOW, R, ULNA, L",
EASO,,,4957-10-094,"GLOVER, DVM",3/23/2010,3/23/2010,SPP CONFLICT,EUTHANIZED,"FX - RADIUS-ULNA, L, SKULL/TRAUMA - TISSUE",
GHOW,,,4958-10-095,SUMMERALL,3/23/2010,4/8/2010,EMACIATION,DIED,,
RTHA,,,4959-10-096,ARK VET,3/23/2010,3/23/2010,S HBC,EUTHANIZED,TRAUMA - OU- NONVISUAL/FX - BEAK,
GHOW,,,4960-10-097,LAMPRIGHT,3/26/2010,6/23/2010,ORPHANED: NEST DEST,RELEASED,UNINJURED,
GHOW,,,4961-10-098,CULP,3/26/2010,3/29/2010,S TOXICITY,DIED,TOXICITY - RODENTICIDE,
BAEA,,,4962-10-099,GOLD,3/30/2010,6/13/2010,S COLLISION,RELEASED,"TRAUMA - TISSUE, R WING",
GHOW,,,4963-10-100,GOLD,3/30/2010,6/23/2010,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,4964-10-101,ANDERSON,3/30/2010,3/30/2010,SPP CONFLICT,EUTHANIZED,"TRAUMA - TISSUE, METACARPALS",
RTHA,,,4965-10-102,MCDERMOTT,4/2/2010,4/2/2010,S COLLISION,EUTHANIZED,"FX - SHOULDER, R",
EASO,,,4966-10-103,,4/2/2010,4/27/2010,S HBC,RELEASED,"TRAUMA - OU-METACARPAL, L",
COHA,,,4967-10-104,RHODES,4/3/2010,5/18/2010,S HBC,EUTHANIZED,"FX - RADIUS-ULNA-METACARPAL, R",
RTHA,,,4968-10-105,STEWART,4/4/2010,4/5/2010,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
BLVU,,,4969-10-106,,4/6/2010,4/6/2010,,EUTHANIZED,,
GHOW,,,4970-10-107,MBAC,4/8/2010,6/16/2010,ORPHANED: FFN,EUTHANIZED,TRAUMA - TISSUE,
BLVU,,,4971-10-108,,4/10/2010,4/28/2010,,EUTHANIZED,,
GHOW,,,4972-10-109,SCDNR,4/11/2010,4/12/2010,S TOXICITY,DIED,,
OSPR,,,4973-10-110,SCDNR,4/12/2010,4/12/2010,S HBC,EUTHANIZED,FX - RADIUS-ULNA/TRAUMA - TISSUE,
TUVU,,,4974-10-111,CHAPLAIN,4/14/2010,4/28/2010,,EUTHANIZED,,
EASO,,,4975-10-112,,4/14/2010,5/14/2010,S HBC,RELEASED,TRAUMA - HEAD,
EASO,,,4976-10-113,COLSON,4/16/2010,5/14/2010,S HBC,RELEASED,FX - PELVIS,
BDOW,,,4977-10-114,MORALES,4/19/2010,5/31/2010,S HBC,RELEASED,"TRAUMA - WRIST, R",
BDOW,,,4978-10-115,SHOCKLEY,4/19/2010,6/21/2010,S HBC,RELEASED,FX - FEMUR,
EASO,,,4979-10-116,ACO,4/19/2010,6/11/2010,ORPHANED,RELEASED,UNINJURED,
EASO,,,4980-10-117,ACO,4/19/2010,6/11/2010,ORPHANED,RELEASED,UNINJURED,
GHOW,,,4981-10-118,ROBERTS,4/19/2010,6/23/2010,ORPHANED,RELEASED,EMACIATED,
RTHA,,,4982-10-119,NORTON,4/22/2010,6/6/2010,TRANSFER IN,RELEASED,"TRAUMA - DIGIT, R/EMACIATED",
OSPR,,,4983-10-120,NORTON,4/22/2010,4/22/2010,TRANSFER IN,EUTHANIZED,,
GHOW,,,4984-00-121,DORRAH,4/22/2010,4/22/2010,,EUTHANIZED,,
TUVU,,,4985-10-122,MASON,4/23/2010,4/27/2010,GUNSHOT,DIED,,
BLVU,,,4986-10-123,MOBLEY,4/24/2010,5/28/2010,S HBC,RELEASED,TRAUMA - HEAD,
BLVU,,,4987-10-124,SMITH,4/26/2010,,ORPHANED,TRANSFERRED,,
EASO,,,4988-10-125,BRADENBOUGH,4/26/2010,6/27/2010,ORPHANED,RELEASED,UNINJURED,
BLVU,,,4989-10-126,,4/26/2010,4/26/2010,S COLLISION,EUTHANIZED,,
EASO,,,4990-10-127,MAMALES,4/27/2010,5/14/2010,HBC,RELEASED,TRAUMA - HEAD,
COHA,,,4991-10-128,,4/27/2010,5/18/2010,S COLLISION,EUTHANIZED,,
OSPR,,,4992-10-129,,4/27/2010,5/31/2010,GUNSHOT,EUTHANIZED,FX,
BLVU,,,4993-10-130,FRIAR,4/28/2010,4/28/2010,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, OLD/TRAUMA - TISSUE, NECROTIC",
EASO,,,4994-10-131,HIGGINS,4/28/2010,6/27/2010,S COLLISION,RELEASED,FX - PELVIS,
OSPR,,,4995-10-132,NOYES,4/28/2010,4/28/2010,,EUTHANIZED,,
EASO,,,4996-10-133,Donnellan,5/1/2010,6/11/2010,S HBC,RELEASED,TRAUMA - HEAD,
EASO,,,4997-10-134,LeGotte,5/2/2010,6/27/2010,ORPHANED,RELEASED,UNINJURED,
EASO,,,4998-10-135,LeGotte,5/2/2010,6/27/2010,ORPHANED,RELEASED,UNINJURED,
OSPR,,,4999-10-136,Tressler,5/3/2010,5/25/2010,TRAPPED/ENTANGLED,RELEASED,TRAUMA - TISSUE,
BDOW,,,5000-10-137,,5/3/2010,5/20/2010,TRAPPED/ENTANGLED,RELEASED,TRAUMA -,
EASO,,,5001-10-138,Lee,5/4/2010,6/11/2010,S HBC,RELEASED,TRAUMA - OU,
RTHA,,,5002-10-139,Andrus,5/4/2010,5/7/2010,Orphaned: FFN,RELEASED,UNINJURED,
OSPR,,,5003-10-140,,5/5/2010,5/5/2010,EMACIATION,DIED,,
BDOW,,,5004-10-141,USFS,5/6/2010,5/7/2010,S HBC,DIED,,
RSHA,,,5005-10-142,,5/7/2010,6/9/2010,S HBC,RELEASED,FX - CLAVICLE,
RSHA,,,5006-10-143,,5/7/2010,5/7/2010,ORPHANED: FFN,EUTHANIZED,FX,
EASO,,,5007-10-144,WESTSIDE,5/8/2010,6/11/2010,ORPHANED: BRANCHER,RELEASED,UNINJURED,
EASO,,,5008-10-145,BENDER,5/8/2010,6/11/2010,ORPHANED: BRANCHER,RELEASED,UNINJURED,
MIKI,,,5009-10-146,NORTHROP,5/8/2010,5/14/2010,S ELECTRIC SHOCK,EUTHANIZED,FX - HUMERUS,
EASO,,,5010-10-147,SPILLMAN,5/8/2010,7/11/2010,ORPHANED: FFN,RELEASED,UNINJURED,
BAEA,,,5011-10-148,DNR,5/11/2010,6/9/2010,,EUTHANIZED,,
EASO,,,5012-10-149,,5/11/2010,7/11/2010,ORPHANED,RELEASED,UNINJURED,
EASO,,,5013-10-150,PHILLIPS,5/12/2010,7/11/2010,ORPHANED,RELEASED,UNINJURED,
EASO,,,5014-10-151,PHILLIPS,5/12/2010,7/11/2010,ORPHANED,RELEASED,UNINJURED,
EASO,,,5015-10-152,PHILLIPS,5/12/2010,7/11/2010,ORPHANED,RELEASED,UNINJURED,
EASO,,,5016-10-153,WREN,5/13/2010,5/13/2010,,EUTHANIZED,FX,
BAEA,,,5017-10-154,GOLD,5/13/2010,5/18/2010,TRANSFER IN,RELEASED,UNINJURED,
TUVU,,,5018-10-155,REUBEN,5/14/2010,5/14/2010,GUNSHOT/SPP CONFLICT,EUTHANIZED,"FX - SHOULDER, R - HUMERUS, L",
MIKI,,,5019-10-156,BAKER,5/14/2010,6/17/2010,S COLLISION,RELEASED,"FX - ULNA, L",
BDOW,,,5020-10-157,NEXSEN,5/15/2010,5/31/2010,HBC,EUTHANIZED,TRAUMA - OU-HEAD,
EASO,,,5021-10-158,BARNETT,5/17/2010,5/30/2010,S HBC,ESCAPED,TRAUMA - OU,
EASO,,,5022-10-159,FOSTER,5/17/2010,7/11/2010,S HBC,RELEASED,TRAUMA - OU,
BLVU,,,5023-10-160,COLEMAN,5/19/2010,5/19/2010,,EUTHANIZED,,
OSPR,,,5024-10-161,BEACHUM (DNR),5/19/2010,6/15/2010,S SPP CONFLICT,RELEASED,TRAUMA - TISSUE,
BLVU,,,5025-10-162,,5/19/2010,6/9/2010,HBC,RELEASED,TRAUMA - NEUROLOGICAL,
BAEA,,,5026-10-163,ARK VET,5/21/2010,6/25/2010,,EUTHANIZED,TRAUMA - BEAK,
EASO,,,5027-10-164,TOWNSEND,5/21/2010,7/11/2010,ORPHANED: BRANCHER,RELEASED,UNINJURED,
EASO,,,5028-10-165,TOWNSEND,5/23/2010,7/11/2010,ORPHANED: BRANCHER,RELEASED,UNINJURED,
TUVU,,,5029-10-166,WALLACE,5/26/2010,7/14/2010,,EUTHANIZED,FX,
GHOW,,,5030-10-167,I-526,5/26/2010,5/26/2010,HBC,DIED,TRAUMA - INTERNAL,
BDOW,,,5031-10-168,BROWN,5/26/2010,5/26/2010,ELECTRIC SHOCK,EUTHANIZED,"FX - TRAUMA, TISSUE-OS",
COHA,,,5032-10-169,MCBIFFET,5/26/2010,7/18/2010,ORPHANED,RELEASED,UNINJURED,
RSHA,,,5033-10-170,MISTY,5/26/2010,,COLLISION,TRANSFERRED,"TRAUMA - OS, BLIND",
EASO,,,5034-10-171,JOHNSON,5/27/2010,5/27/2010,,RELEASED,UNINJURED,
EASO,,,5035-10-172,BURGESS,5/31/2010,6/1/2010,SPP CONFLICT,DIED,TRAUMA - HEAD-INTERNAL-TISSUE,
RSHA,,,5036-10-173,COGAN,5/31/2010,6/1/2010,EMACIATION,DIED,EMACIATED,
RSHA,,,5037-10-174,MCKEWEN,6/1/2010,6/3/2010,SPP CONFLICT,DIED,"TRAUMA - TISSUE, HEAD - OU",
EASO,,,5038-10-175,VANDERSTEUR,6/1/2010,6/1/2010,S HBC,EUTHANIZED,"FX - SHOULDER, R-HUMERUS, L/TRAUMA - OU",
GHOW,,,5039-10-176,NORTON,6/1/2010,7/6/2010,TRANSFER IN,RELEASED,UNINJURED,
EASO,,,5040-10-177,MER,6/2/2010,6/2/2010,TRANSFER IN/ORPHANED,EUTHANIZED,"TRAUMA - TISSUE, FEET",
EASO,,,5041-10-178,GIBSON,6/3/2010,8/17/2010,ORPHANED,RELEASED,UNINJURED,
OSPR,,,5042-10-179,,6/4/2010,6/6/2010,EMACIATION,DIED,TRAUMA - HEAD/EMACIATED,
RTHA,,,5043-10-180,WOLTERS,6/4/2010,6/25/2010,TRANSFER IN/ORPHANED: KIDNAP,RELEASED,UNINJURED,
GHOW,,,5044-10-181,WILLIAMS,6/5/2010,8/3/2010,S HBC,RELEASED,FX - ULNA,
RTHA,,,5045-10-182,HELMS,6/7/2010,7/6/2010,ORPHANED/KIDNAPPED,RELEASED,"TRAUMA - TISSUE, TALON",
OSPR,,,5046-10-183,CERRATI,6/7/2010,6/16/2010,ORPHANED/NEST DEST,EUTHANIZED,"FX - RADIUS-ULNA, R",
OSPR,,,5047-10-184,JARED,6/8/2010,6/8/2010,S COLLISION,EUTHANIZED,,
BDOW,,,5048-10-185,RUSSERT,6/9/2010,6/9/2010,S HBC,EUTHANIZED,"FX - HUMERUS, R/L-RADIUS-ULNA, L/TRAUMA - OU",
TUVU,,,5049-10-186,JOHNSON,6/9/2010,6/9/2010,,EUTHANIZED,"FX - RADIUS-ULNA, R/EMACIATED",
BLVU,,,5050-10-187,,6/9/2010,6/9/2010,,EUTHANIZED,"FX - TIBIOTARSUS, L-HUMERUS, R",
BAEA,,,5051-10-188,BERUBE,6/9/2010,6/11/2010,EMACIATION,DIED,,
BLVU,,,5052-10-189,FISCHER,6/10/2010,6/15/2010,EMACIATION,DIED,EMACIATED,
RTHA,,,5053-10-190,JARVIS,6/10/2010,6/10/2010,SPP CONFLICT,EUTHANIZED,"FX - FEMUR, R/TRAUMA - TISSUE, MULT",
BDOW,,,5054-10-191,ROBERTS,6/10/2010,8/3/2010,S HBC,RELEASED,"FX - SCAPULA-PEVIS, L, OLD/TRAUMA - TISSUE",
COHA,,,5055-10-192,CCAC,6/16/2010,6/27/2010,S COLLISION,ESCAPED,TRAUMA - HEAD,
OSPR,,,5056-10-193,SMITH,6/17/2010,6/18/2010,ORPHANED/FFN,RELEASED,UNINJURED,
BAEA,,,5057-10-194,ELLING,6/17/2010,7/31/2010,COLLISION,RELEASED,TRAUMA - HEAD,
GHOW,,,5058-10-195,,6/17/2010,6/17/2010,S COLLISION,EUTHANIZED,FX - HUMERUS,
EASO,,,5059-10-196,,6/17/2010,6/17/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, R/TRAUMA - OD",
RTHA,,,5060-10-197,ANDREWS,6/17/2010,8/8/2010,,RELEASED,,
RTHA,,,5061-10-198,,6/19/2010,6/24/2010,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
RTHA,,,5062-10-199,BROOKS,6/20/2010,6/22/2010,S COLLISION,DIED,EMACIATED,
EASO,,,5063-10-200,,6/22/2010,7/26/2010,COLLISION,EUTHANIZED,TRAUMA - NEUROLOGICAL,
BDOW,,,5064-10-201,COASTAL VC,6/23/2010,6/23/2010,S COLLISION,EUTHANIZED,,
BDOW,,,5065-10-202,COASTAL VC,6/25/2010,6/26/2010,EMACIATION,DIED,EMACIATED,
RTHA,,,5066-10-203,FITZPATRICK,6/25/2010,6/30/2010,TRAPPED/ENTANGLED,RELEASED,,
RTHA,,,5067-10-204,FITZPATRICK,6/25/2010,6/30/2010,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
RSHA,,,5068-10-205,RIVERBANKS ZOO,6/26/2010,8/14/2010,TRANSFER IN/EMACIATION,RELEASED,"TRAUMA - HALLUX, R, INFECTION/EMAC",
OSPR,,,5069-10-206,GSHS,6/26/2010,6/26/2010,S COLLISION,EUTHANIZED,,
OSPR,,,5070-10-207,DUKES,6/27/2010,6/27/2010,EMACIATION,DIED,EMACIATED,
RTHA,,,5071-10-208,,6/29/2010,7/1/2010,EMACIATION,DIED,"FX - METACARPAL, R, OLD/TRAUMA - TISSUE",
BDOW,,,5072-10-209,STEVENSON,7/1/2010,7/24/2010,S HBC,RELEASED,,
COHA,,,5073-10-210,REISELT,7/1/2010,7/23/2010,ORPHANED: TREE CUT,RELEASED,UNINJURED,
COHA,,,5074-10-211,REISELT,7/1/2010,7/23/2010,ORPHANED: TREE CUT,RELEASED,UNINJURED,
RTHA,,,5075-10-212,GOLD,7/2/2010,7/6/2010,TRANSFER IN/E SHOCK,EUTHANIZED,TRAUMA - TISSUE,
MIKI,,,5076-10-213,LAWHORNE,7/3/2010,7/18/2010,ORPHANED: FFN,DIED,UNINJURED,
MIKI,,,5077-10-214,MORAN,7/4/2010,8/22/2010,ORPHANED: FFN,EUTHANIZED,UNINJURED,
EASO,,,5078-10-215,HARDEMAN,7/5/2010,7/6/2010,S HBC,DIED,TRAUMA - OD-HEAD,
RTHA,,,5079-10-216,SMITH,7/5/2010,7/5/2010,ELECTRIC SHOCK,EUTHANIZED,"TRAUMA - TISSUE, WING, R",
RTHA,,,5080-10-217,,7/7/2010,7/14/2010,,EUTHANIZED,,
MIKI,,,5081-10-218,,7/7/2010,9/1/2010,ORPHANED: FFN,RELEASED,"FX - RADIUS-ULNA, R-RADIUS, L",
RSHA,,,5082-10-219,,7/9/2010,9/8/2010,HBC,RELEASED,"FX - HUMERUS, R",
RTHA,,,5083-10-220,NCVEC,7/10/2010,8/9/2010,SPP CONFLICT,RELEASED,TRAUMA - OU,
BLVU,,,5084-10-221,DUDINYAK,7/10/2010,8/14/2010,S HBC,RELEASED,FX - CORACOID,
EASO,,,5085-10-222,KIAWAH IS NATURE CENTER,7/14/2010,8/17/2010,,RELEASED,TRAUMA - HEAD,
RTHA,,,5086-10-223,NUSS,7/14/2010,9/20/2010,S COLLISION,RELEASED,FX - CORACOID/INFECTION - FOOT,
OSPR,,,5087-10-224,REYNOLDS/MILLER,7/14/2010,7/15/2010,TRAPPED/ENTANGLED,DIED,,
RTHA,,,5088-10-225,YEMASSEE AN. SHELTER,7/15/2010,9/26/2010,S COLLISION,EUTHANIZED,TRAUMA - NEUROLOGICAL,
RTHA,,,5089-10-226,CARLOS,7/15/2010,8/22/2010,,EUTHANIZED,"FX - PELVIS-CLAVICLE, L",
RSHA,,,5090-10-227,,7/17/2010,7/19/2010,EMACIATION,DIED,,
MIKI,,,5091-10-228,MUCKENFUSS,7/18/2010,9/1/2010,ORPHANED: FFN,RELEASED,UNINJURED,
OSPR,,,5092-10-229,,7/19/2010,8/17/2010,S COLLISION,DIED,RUPTURED AIR SAC,
RTHA,,,5093-10-230,KENDRICK,7/20/2010,8/9/2010,S COLLISION,RELEASED,TRAUMA - HEAD,
RSHA,,,5094-10-231,,7/20/2010,7/21/2010,S COLLISION,EUTHANIZED,"FX - ULNA-RADIUS-ELBOW, L, OLD",
COHA,,,5095-10-232,LUTZ,7/23/2010,9/14/2010,S COLLISION,RELEASED,TRAUMA - NEUROLOGICAL,
OSPR,,,5096-10-233,,7/23/2010,7/24/2010,,DIED,,
BDOW,,,5097-10-234,FLOOD,7/23/2010,7/23/2010,S COLLISION,EUTHANIZED,"FX - HUMERAL CONDYLE, R/TRAUMA - TISSUE",
GHOW,,,5098-10-235,,7/23/2010,8/10/2010,TRAPPED/ENTANGLED,RELEASED,"TRAUMA - TISSUE, WING, MILD",
